"","h_results","Omega_m_results","Omega_k_results","w_results"
"1",0.669342849257529,0.322712573865811,0.689393066327383,1.28321375336478
"2",0.679487193724378,0.31512471966361,0.783749539747839,0.64906493333486
"3",0.678345848881888,0.311667971827751,0.81787890107976,0.530946161841223
"4",0.669185851465837,0.322402738891806,0.749528410567605,0.571000035153502
"5",0.665573999278398,0.322420027874494,0.739143085324261,0.756580975958595
"6",0.671099465764392,0.312217825445115,0.736488768144202,0.925240827829456
"7",0.666653807056063,0.31802544318735,0.825128083840351,0.373973954316073
"8",0.65914136876197,0.306969248117987,0.731872586810465,0.955672652013653
"9",0.677004354660894,0.324415936616246,0.747888729335534,0.730710895093345
"10",0.676954191350391,0.318417287360217,0.773791213325012,0.599497641361866
"11",0.664376134280808,0.327272987332919,0.722448430272093,0.871558432384176
"12",0.664526879206792,0.32407388051771,0.719232027109907,0.878464806236914
"13",0.677559172618641,0.308261337599447,0.782046104762739,0.704788866050606
"14",0.665421713425056,0.315838688569116,0.765527361817056,0.612754003913696
"15",0.677771456081008,0.31372614315168,0.749414305920229,0.751486833627378
"16",0.670454561459863,0.299105696498059,0.744690244784958,0.918779604295533
"17",0.663714339736073,0.313844158882146,0.78805156287499,0.578869658037103
"18",0.677681268067125,0.316846003342566,0.808611716594181,0.46162418760517
"19",0.664277653005283,0.322131932219478,0.73589800107385,0.722681399554708
"20",0.667896339459761,0.319409186137716,0.801316733146931,0.489234085992514
"21",0.673738026912865,0.32912372235492,0.740862584940618,0.78793131123047
"22",0.659783801548166,0.311789067996913,0.712074844224387,1.1954724745671
"23",0.6767823454871,0.307185963778066,0.785181883608226,0.629824304338244
"24",0.671458857176703,0.308522050333762,0.792857954370152,0.394679741210963
"25",0.675871873368933,0.310428496784507,0.73098786690982,0.975832228541729
"26",0.681141034570943,0.311073640898758,0.803162861233944,0.458864021465386
"27",0.678760361137376,0.310077832113812,0.76021756848536,0.744778219945871
"28",0.67812387570817,0.308567866125219,0.75094444234334,0.784101905711469
"29",0.669240190789398,0.322601855263641,0.752369124711195,0.616746528448035
"30",0.66557222373977,0.322840740702615,0.762939764842966,0.61229086271988
"31",0.677878598041928,0.315462746684013,0.717560417739406,1.04640758200114
"32",0.679822592687913,0.332655354329941,0.701598366043346,1.06631514419481
"33",0.667631872986688,0.311332450163318,0.780363427981127,0.67582694371557
"34",0.673720823288511,0.320738156752923,0.746300805175641,0.781119456768695
"35",0.666989843330571,0.328281246847779,0.767615198917591,0.438076932984433
"36",0.673163415635311,0.343876955934108,0.722608184474793,0.754297376554209
"37",0.66680640208121,0.329972521374345,0.729750133955915,0.718961286067064
"38",0.66840580004548,0.322424657536011,0.727329386719086,0.830025884738588
"39",0.669145246965911,0.329362944046951,0.693526433317442,1.2508099973317
"40",0.667401155805018,0.311966718256356,0.767160086352883,0.648764485766718
"41",0.663818757921371,0.313858154138262,0.707556826625297,1.25206952301134
"42",0.673661304384908,0.328290182013204,0.774209435378729,0.41233945103094
"43",0.685915286277249,0.320455844398145,0.748968769536146,0.759296680097188
"44",0.679567317835476,0.30933680059444,0.796873675715578,0.48098386516996
"45",0.671094571876869,0.31421792311566,0.732291776728254,0.903953271729099
"46",0.672753267488332,0.30596388504352,0.736264052513126,0.751864881672801
"47",0.672050075691309,0.315480317736729,0.746445567658689,0.667098032296205
"48",0.669039158924372,0.311597263324885,0.749179994609719,0.810268413419018
"49",0.672411547467962,0.30849121610493,0.742751846945594,0.839842633502027
"50",0.662987571179528,0.313318474706765,0.770869158220085,0.562342812903955
"51",0.661460257982605,0.309973398718632,0.754549153825587,0.728354733350721
"52",0.668154925824362,0.330524057660059,0.709670794189576,0.995138492399324
"53",0.661461570495795,0.318206061623758,0.704161776709281,1.0815990361856
"54",0.673663269082472,0.33770441713364,0.751342908113645,0.566445491073922
"55",0.675820726172973,0.320469231424568,0.742379699355333,0.610948300296772
"56",0.665937928724226,0.312554095571681,0.73280473177464,0.847714695410913
"57",0.663978738583676,0.305558469614925,0.804636367600059,0.364699627852654
"58",0.656799841673772,0.303080415776942,0.758117173911707,0.680386659676757
"59",0.666897948230403,0.307783441523335,0.719680466004546,1.15051467795067
"60",0.670321316974633,0.334673424960718,0.73565552184361,0.664623750678165
"61",0.664644132668054,0.316685517387578,0.71847294185675,1.01921902224345
"62",0.675367391921264,0.313882078173541,0.738625757184175,0.777553366604906
"63",0.670192658080386,0.315024749044795,0.735885604564737,0.663970836497593
"64",0.678687359036134,0.322892914261181,0.740239382452135,0.778560449738173
"65",0.663104368871139,0.324322089458822,0.716511200196689,0.938371286864779
"66",0.669839913966624,0.328669884324053,0.722223590606946,0.836512938600991
"67",0.672075465482493,0.319750541698287,0.757354532715455,0.682286515173036
"68",0.673532628417967,0.332471639583165,0.745744167378799,0.709699161519315
"69",0.667139523600513,0.32143580359571,0.713955769030841,1.02095604581088
"70",0.665816442992358,0.310889065450049,0.768946407076576,0.563130673291056
"71",0.660818081051239,0.320699560174653,0.700239472891072,1.29065580416056
"72",0.682080578193592,0.327075679656898,0.737506000095119,0.684033176704162
"73",0.67037821224404,0.31496404776542,0.749715831494149,0.70250960314666
"74",0.661714529062175,0.322787258981603,0.727777896556928,0.464953094897341
"75",0.659685189347564,0.305005692685382,0.739139345714128,0.881590116994884
"76",0.672702799080592,0.326836705501539,0.759503403679897,0.689326481169729
"77",0.679276775492129,0.308236082470181,0.776121665102483,0.518211312854569
"78",0.674364793797869,0.324634597989747,0.796330589757593,0.342284255517335
"79",0.679246808925865,0.313656321588441,0.720763362279566,1.1086171079193
"80",0.674045201935053,0.325569759128218,0.751912216994911,0.645405107908338
"81",0.670454074800751,0.322936326872527,0.692832989491082,1.27748739103478
"82",0.670112955615949,0.325115964187422,0.734445947692743,0.771810063593622
"83",0.67447698498814,0.315694213212821,0.755140823393481,0.733299921329363
"84",0.672228918623645,0.329561865711454,0.693008757322713,1.06688765400923
"85",0.681538171273527,0.308060758202161,0.802523126566346,0.5107476875367
"86",0.667532992194654,0.317806727377825,0.722099941483966,0.845685743140376
"87",0.661402938030773,0.33700592323264,0.703496689058698,0.890504281322144
"88",0.667701931147674,0.319390664021221,0.72613388399103,0.842926187275579
"89",0.669147901637407,0.323665188224383,0.707281968318259,1.14476418185445
"90",0.676492868883181,0.316214147721471,0.728269878488609,0.984773573651608
"91",0.679803013889392,0.321806165107198,0.717428409483967,0.990433567447225
"92",0.67311314197399,0.335510661204317,0.731347040887092,0.797344979541402
"93",0.674317422052535,0.314218188553953,0.774765297828211,0.622119273275107
"94",0.670432356406849,0.324406538581114,0.762862430669322,0.487197543294383
"95",0.678584988292688,0.33415162038622,0.757855734279595,0.565389722011355
"96",0.674687934041887,0.302093955155666,0.743936638266842,0.750159420938549
"97",0.683401524467037,0.308622702772597,0.770463329431072,0.78865551490452
"98",0.674825297546245,0.330671140224535,0.741165737209731,0.645820034995374
"99",0.675331609766826,0.32655702510094,0.766071350436345,0.625425403076244
"100",0.667129241972563,0.320271348603835,0.767962773713151,0.462072168513119
"101",0.664797370996151,0.319054474453354,0.729255098445813,0.857775003601405
"102",0.667495249860538,0.311405429328881,0.755954930737977,0.69567922911888
"103",0.681280512981121,0.316894242944809,0.72138476568706,1.05676825032186
