"","h_results","Omega_m_results","Omega_l_results","w_results"
"1",0.701171760167007,0.317391363166919,0.427273177441673,-1.51304826763227
"2",0.694397442051802,0.321519763300064,0.293050839806414,-2.43977030564098
"3",0.703086784771845,0.301654404998021,0.703513255070856,-0.963105877914499
"4",0.698977103074638,0.304111789961978,1.03227643671908,-0.818139395638171
"5",0.711793888380136,0.331590688810133,0.993372633063901,-0.857258860693804
"6",0.707093212621131,0.319935794592247,1.05973445170553,-0.796872247802916
"7",0.695366358300262,0.319037435934962,0.551368923113419,-1.12742699929717
"8",0.706294120763643,0.321268456573308,1.06134658319377,-0.80196269492215
"9",0.697131842617083,0.316484299976944,0.312907803855356,-2.2755097986655
"10",0.70531616851153,0.312435862402712,0.318992977778211,-2.48395471252119
"11",0.694767473277259,0.301459388797139,0.486528239187688,-1.27223775844498
"12",0.698595611592733,0.306557999542726,1.01693552254091,-0.769098670258799
"13",0.692684505013884,0.323532027837347,0.393416606329679,-1.69972922900897
"14",0.684328341553817,0.324899250747173,0.497970019004692,-0.972949345145988
"15",0.701807971724309,0.312383353397592,0.438818351811685,-1.70162005407833
"16",0.710080302154736,0.320334578898989,0.323536334613464,-2.64381905005312
"17",0.693397237268205,0.319734342930813,0.303510780728152,-2.24540678512435
"18",0.7017726547971,0.3359014851335,0.505498699813209,-1.58926675758125
"19",0.698517681777245,0.311785899523774,0.524301278394659,-1.3340055235364
"20",0.704643779780222,0.328082610372383,0.298678258984661,-2.00712837461952
"21",0.69317896477785,0.316980972597955,0.961737106027217,-0.815047035051677
"22",0.696754166809138,0.328274398841699,0.799507717633845,-0.90219339554565
"23",0.688334533424705,0.299406750016968,0.914451207045667,-0.735590255645999
"24",0.710358706635021,0.332441536244973,0.368102839388148,-2.30633054559267
"25",0.694506412381315,0.310114992472414,0.37372099732731,-2.24514087267724
"26",0.690084398945212,0.304044660806933,0.661177167581143,-0.937490418906352
"27",0.700406795098325,0.317263331755355,0.822891625745278,-0.872351926861072
"28",0.692687819347857,0.316523123535681,0.264293374521742,-2.67590155912396
"29",0.710816052924338,0.328808291265246,0.868303838478486,-0.925682570175823
"30",0.70091649709564,0.295139826430143,0.565573540976957,-1.13098438216687
"31",0.712704298396289,0.324747567280377,0.368334873018708,-1.96173436936423
"32",0.710366910474704,0.32403366816011,1.01376780177556,-0.813664474731082
"33",0.702009750690625,0.315168504770979,0.888098398528348,-0.761281952088857
"34",0.718054116226124,0.326126562575919,0.501387774542798,-1.51963271010996
"35",0.702190016284621,0.308577097780729,0.425178246541706,-1.80726896350567
"36",0.691480618539657,0.325344702611289,0.582448356432036,-1.06998744226501
"37",0.704957635408796,0.323881300616983,0.722043061930894,-0.984234963596925
"38",0.70519880691889,0.312995642822775,0.330737888337948,-3.28515698192624
"39",0.714157997746587,0.322248736952231,0.752192882551852,-1.07293347625941
"40",0.701264908362373,0.309396271281247,0.349226325586681,-2.25435920051054
"41",0.705029682506392,0.291210666259493,0.441836540156203,-1.45219924704088
"42",0.714996982717766,0.32816540059214,0.590190908094344,-1.40102113472436
"43",0.692938901133226,0.308253421890739,0.364146074972392,-1.33325513321337
"44",0.715025890361777,0.302325115210334,0.439858524214084,-2.04623475052297
"45",0.701759389568863,0.309666114455947,0.549483815469133,-1.45205179231102
"46",0.704026769960647,0.330475397589397,0.350653842507783,-1.95017485530967
"47",0.699573693639921,0.310938602739427,0.267003773214314,-3.12829717470416
"48",0.697683628594874,0.309979477978527,0.356162802103748,-2.31075371131715
"49",0.709059029963919,0.29620044240743,0.601078326791879,-1.29835758240982
"50",0.701420520176827,0.308432634508041,0.573618650581475,-1.23548609267808
"51",0.688405571513715,0.322366064176959,0.580405269864223,-1.16870757329245
"52",0.704276822125294,0.321955464349669,0.421525797328072,-1.76686875582098
"53",0.729569650896738,0.313183212944043,0.50132390191942,-1.68788678585392
"54",0.698444365340405,0.325859892214778,0.388167294095807,-1.93927459927073
"55",0.692729048726427,0.317190681960356,0.363142986101785,-1.77227366672187
"56",0.701136253421259,0.312696650314423,0.425682770958913,-1.49966442057601
"57",0.706838269331771,0.322188445901412,0.649248281817234,-1.19151506021157
"58",0.70797180105541,0.31894160030071,0.478825415959765,-1.50256709822108
"59",0.701567691221919,0.307494893463726,0.698574105498747,-1.00117507256079
"60",0.718721060013256,0.305570776617377,0.389158917935532,-2.42584521229862
"61",0.698094730999863,0.298669301556986,0.46291317777143,-1.24114324573085
"62",0.710156775329608,0.317696443012825,0.425508785383479,-1.67445836899388
"63",0.704746196474144,0.325859132010913,0.497931667385423,-1.42043428045392
"64",0.705041974355826,0.308345609250175,0.566969894560033,-1.1289879744057
"65",0.691641121740176,0.321421754407139,0.467372369313109,-1.17683884310945
"66",0.715316566988382,0.322006520485746,0.318457682548202,-2.27541891062148
"67",0.693174508763779,0.304832665882716,0.494055395061736,-1.27707341259233
"68",0.703434995947706,0.325347927708003,0.754259597305276,-1.03797244059115
"69",0.706064122065094,0.316798257773207,0.495096379169051,-1.36363106758362
"70",0.703229116085202,0.310162617111602,0.448643324563268,-1.55008152468111
"71",0.701929478149561,0.317043247262598,0.463020513486042,-1.57901410753842
"72",0.710941004502182,0.330996155715843,0.34708791698326,-2.31640307834907
"73",0.691715461626762,0.328273222950214,0.467155083867306,-1.65787052941659
"74",0.698224457644278,0.299034093017683,0.456433407602686,-1.36900361976872
"75",0.70468359484375,0.312973789219064,0.617956962894469,-1.04479103873447
"76",0.697497734670972,0.3184886624299,0.376509095570073,-1.69632377400194
"77",0.70087175389429,0.29482688553528,0.582988057784915,-1.20624800266905
"78",0.692513024664574,0.302297027093834,0.68933603601752,-0.993223678615397
"79",0.701182576439444,0.301073622028374,0.432606817899607,-1.52015700701982
"80",0.708848149222777,0.324341956484742,0.423343774815529,-1.5775861052257
"81",0.70167556750457,0.312349846700861,0.358346258744557,-1.87723462902342
"82",0.707740805801085,0.295163014325471,0.260295148265006,-4.14779433460706
"83",0.699845098567568,0.312760516623416,0.365405990017233,-1.90659084079482
"84",0.703685137993144,0.323457556293032,0.593904005857311,-1.35467504953478
"85",0.697211339962901,0.332454012964082,0.650369985522404,-0.972657043094075
"86",0.695167978379184,0.298523475905834,0.494394630711755,-1.28042109025883
"87",0.697841023690829,0.318381472358531,0.900395342606693,-0.772373186898063
"88",0.70747768711924,0.295274379651563,0.564010133859171,-1.2135333413872
"89",0.701286433238698,0.324868266918867,0.724468737484135,-1.0119003273809
"90",0.697080226818469,0.318269641232258,0.433582677191229,-1.50189193537986
"91",0.705810758256985,0.308779885470794,0.50451169528256,-1.45394230582736
"92",0.706263330701064,0.345075360903666,0.503160084253266,-1.66188278165685
"93",0.696980976869521,0.322263153563654,0.469405868983073,-1.35734646637511
"94",0.71268186868721,0.319326181388825,0.449363654484711,-1.82736482550057
"95",0.704217179440033,0.313119946401911,0.271357599218368,-2.92361101507087
"96",0.703428627794454,0.316533135918256,0.656681384720645,-1.16731903764011
"97",0.699120917236502,0.327965351300518,0.384583393787035,-1.8345444882019
"98",0.706088788759265,0.31490337847863,0.437543548882658,-1.79104693191202
"99",0.688296606707599,0.300818502538765,0.49336111707721,-1.1736202340987
"100",0.710302296767822,0.325210635260307,0.291118499491563,-2.74973147877499
"101",0.698783444157859,0.303538418605345,0.473513578048149,-1.09988590586643
"102",0.694284696651678,0.305702109629676,1.00824204550593,-0.791789205788616
"103",0.712033582161072,0.316745568320117,0.475911645535451,-1.79246399195378
"104",0.692096303109769,0.304301097826742,0.411670667999111,-1.64120963279675
"105",0.706717907518178,0.318183779875635,0.89673585477007,-0.874310442803846
"106",0.705353678443112,0.333887324486604,0.491732732809792,-1.48804655171221
"107",0.708227606566167,0.314723739723968,0.616079195607784,-1.03775326639632
"108",0.7205756560205,0.300421997766666,0.452649111753663,-1.89926668294704
"109",0.713374818032637,0.31950499006127,0.349933776613934,-2.15766606962683
"110",0.699776046225547,0.303777934071728,1.03436558547153,-0.801356309750332
"111",0.687950423349405,0.30874593646817,0.497845360617737,-1.05385088838234
"112",0.694998259291021,0.300325400950401,0.744379285275813,-0.857290655614406
"113",0.713972085267165,0.316490311989473,0.332827602905502,-2.86616720964723
"114",0.696295781671868,0.321259496641974,0.276612977543592,-3.20186105402606
"115",0.688386407760462,0.317430370934381,0.907358815104407,-0.759398084369023
"116",0.704558517003543,0.317167562667262,0.339132208641271,-2.05036934109161
"117",0.700917102974759,0.302759315105323,0.701631161293213,-1.06949611045822
"118",0.702559703817531,0.324103847444987,0.4617076307379,-1.35796514550752
"119",0.701823504053729,0.328333599702907,0.48045056842815,-1.60642018019632
"120",0.705741165169995,0.320445735578317,0.544150038963152,-1.50759889638589
"121",0.704814521825332,0.320826333670644,0.608198454593201,-1.21396397170513
"122",0.697299519934296,0.311824567353753,0.499849324624036,-1.43814834984309
"123",0.707486256868193,0.33129149159332,0.623475960402863,-1.18141161382069
"124",0.706419539350223,0.313578337896262,0.820569600934932,-0.971251151702659
"125",0.712014154548418,0.323918883967755,0.978229445693266,-0.847142322725035
"126",0.707553117386165,0.316524500417547,0.838598240586496,-0.902495717053929
"127",0.694260709621145,0.314949859969569,0.844221982157492,-0.826267671754883
"128",0.711298354544283,0.312408586174376,0.669339309771776,-1.13512842809825
"129",0.720267157260848,0.312861904768807,0.385987967294692,-2.23519587500913
"130",0.692096827648624,0.311856142997112,0.893043904260565,-0.769592094681682
"131",0.695256219455238,0.312777054311893,0.564030645429861,-1.23360506576179
"132",0.705142903341553,0.306178644082384,0.534005458374726,-1.53366849732406
"133",0.69408220009573,0.308099983618248,0.377303642711718,-1.59745036498856
"134",0.687625147352883,0.311088157515267,0.542668099453258,-1.11395072564491
"135",0.701308991401189,0.316250896571706,0.62829589599201,-1.07315097197006
"136",0.702697529161081,0.328165104777046,0.538241260388937,-1.23337478481373
"137",0.705530959045377,0.2995323662722,0.658842304874299,-0.986012503387146
"138",0.702411211886907,0.324170887259581,0.420977988420317,-1.49675849743829
"139",0.697866882575209,0.311097152372026,0.33422617422058,-1.87633306831644
"140",0.699484922681073,0.323736613437084,0.426836518913458,-1.61062428849749
"141",0.699853997176338,0.304367734499623,0.441312990040102,-1.49878290269204
"142",0.694727369911048,0.318092359177337,0.39800030833174,-1.75718058136135
"143",0.70971843863425,0.317063772620609,0.233728309840582,-3.62100654392222
"144",0.703371969193497,0.313080037769822,0.493002073595703,-1.45967505960982
"145",0.697928724820385,0.320756525394961,0.719558430283653,-0.924704937157975
"146",0.699708906183192,0.319650525668026,0.425068260663202,-1.49938104651944
"147",0.688491620562572,0.313452920769186,0.566450595099172,-0.987536863577843
"148",0.693317219535259,0.305848120856159,0.685930964606226,-0.974498307362864
"149",0.682603041925739,0.305074704986397,0.62807649542072,-0.961524837046432
"150",0.703028017590904,0.31472936508271,0.485861069184636,-1.45498700282874
"151",0.715258731264969,0.310428557337131,0.422273256210737,-1.75909593056184
"152",0.696500975656895,0.3162099999613,0.279179093911452,-2.03069090085148
"153",0.72156726563917,0.3233091905927,0.333229037892186,-2.57102144658314
"154",0.689489362250256,0.32151091942575,0.911671974910369,-0.766006380737783
"155",0.697223969573205,0.305175702245903,0.498712180144759,-1.23801395090333
"156",0.701256511936755,0.310958252124642,0.378641844007028,-1.67106506112494
"157",0.705524995490972,0.312644993430524,0.812907751892994,-0.974549995723529
"158",0.688372257621438,0.317111580465824,0.365190061898773,-1.45758669160316
"159",0.693623696125717,0.307800021990763,0.389006856104477,-1.46359226431929
"160",0.710248805173728,0.306001852594047,0.640132834119796,-1.19851971323528
"161",0.698595611592733,0.306557999542726,1.01693552254091,-0.769098670258799
"162",0.697956882078106,0.308157826796725,0.980832757304201,-0.835148640764886
"163",0.711661545490158,0.321601426440571,0.847882480034699,-0.976076176163633
"164",0.701551018244108,0.310996281277432,0.453912805504717,-1.58742847368917
"165",0.701593648408198,0.321008914021976,0.26241304376547,-3.01968616238446
"166",0.703212334027444,0.301221863354493,0.714279463638091,-1.08661772901739
"167",0.698595611592733,0.306557999542726,1.01693552254091,-0.769098670258799
"168",0.7086941600111,0.330521831956864,0.349873444531886,-2.01502993491624
"169",0.701130050654799,0.326411298574496,0.671903425752135,-1.0024854968396
"170",0.701041761763837,0.306193318067465,0.994255167818835,-0.824287607075472
"171",0.704589644227433,0.307480278312455,0.305621461668905,-2.58521202458883
"172",0.705836406725464,0.32433203312135,0.626177441780399,-1.17556088103852
"173",0.701379744290256,0.314887039710966,0.405555811865317,-1.45910588359294
"174",0.710741088431425,0.320245009607053,0.290366113236334,-3.42110246672188
"175",0.706207076476724,0.325756055329706,0.368136603180738,-1.79462012163063
"176",0.697425824079879,0.30507620047847,0.548338585095962,-1.19869785221752
"177",0.709591005169484,0.309355094034337,0.56192182671738,-1.27613169971148
"178",0.698540047851671,0.321485862842372,0.332769698789125,-2.21433518666542
"179",0.687677010711587,0.309566933150036,0.551197415583535,-1.02159861571915
"180",0.690429778892639,0.322022244661848,0.748512339849023,-0.951377636045394
"181",0.692113252554836,0.310753546381504,0.665806947699141,-1.02673414351217
"182",0.689800017939892,0.311170566390035,0.256795827368491,-3.22743545743074
"183",0.700443637325355,0.30954267402737,1.06112556382602,-0.763385195884274
"184",0.705590649192536,0.316229258147721,0.591410996729159,-1.08469015261656
"185",0.705742715790637,0.299973239386555,0.820489202895552,-0.889492173962102
"186",0.693287865615413,0.305027383658386,0.65326338807146,-1.06236131634958
"187",0.70314920983197,0.313313751828164,0.689278200596434,-1.03099773625878
"188",0.701723585425941,0.32181632685211,0.533006843875218,-1.11701951689103
"189",0.704126760298982,0.315582492709578,0.539586934081808,-1.25562929568798
"190",0.692305523055687,0.319273868155056,0.628602394425006,-0.991891255312825
"191",0.708472369242317,0.303246048665704,0.470307007574926,-1.39308506394066
"192",0.708359717690256,0.308924643455386,0.321228658029553,-2.19932111493744
"193",0.705418046277906,0.318121549754928,0.306763567463041,-2.19259557402946
"194",0.704244227827012,0.317240164473888,0.592177471357302,-1.20527629696409
"195",0.705591025567617,0.312585601039585,0.587109609225767,-1.23055073450667
"196",0.699231406445862,0.320255364941528,0.740703722847118,-0.87928353880749
"197",0.703336436624161,0.302640167272732,0.46085514533358,-1.40921085323646
"198",0.700562563778121,0.33717582510952,0.662098186211378,-1.16525032109251
"199",0.735517216105885,0.330221084360119,0.786677004026178,-1.08749294872479
"200",0.705507496834816,0.313093210654143,0.435596310594414,-1.63003284379824
"201",0.709044343969404,0.311577983830298,0.461251765417979,-1.71763224104102
"202",0.707624451064195,0.318128267075688,0.786119921107868,-0.962931319460493
"203",0.698372824994932,0.326546805498592,0.776535290024482,-0.923515819730415
"204",0.708468651389414,0.327118783293825,0.388048643022826,-2.39161679804727
"205",0.69963644319914,0.321475722966108,0.327460694709484,-2.5819132489793
"206",0.709561609020649,0.321476191525675,0.741914849942901,-1.13832013217348
"207",0.680611016542332,0.324260454121788,0.623408790024287,-0.989610600615918
"208",0.695763639315942,0.329260216674807,0.386254325744336,-1.65685226268808
"209",0.696010019449052,0.315554933500546,0.288857795736309,-2.34824436354634
"210",0.701981262335951,0.327144160069158,0.453071825117685,-1.59522550277646
"211",0.708215367307324,0.316510805999804,0.546321503621634,-1.37004272353569
"212",0.693390187984726,0.308879948467603,0.588787591316721,-1.14738304211115
"213",0.696540468348227,0.293062827162735,0.339853486039766,-1.35523900435401
"214",0.708305123921022,0.317310843362187,0.384333214664203,-2.4308021128503
"215",0.698910521546684,0.317850410783147,0.258991505300397,-2.98564168966948
"216",0.703540428406283,0.321940590774174,0.335415973611704,-2.30853395608835
"217",0.699998549172608,0.307758248526779,0.319040978525828,-2.22669727694961
"218",0.688857597540878,0.326355464087008,0.435151051262966,-1.24535450724813
"219",0.692056051843562,0.321562367038344,0.414736661911025,-1.66413422183512
"220",0.718326132325534,0.321376801353317,0.340532138887436,-2.42993948962106
"221",0.710817060994483,0.343161680710447,0.404786915858609,-1.76207669645652
"222",0.694361212700674,0.319734939585001,0.432828972024736,-1.47482779704426
"223",0.700177026219287,0.307348230351531,0.43983893959598,-1.41894277542375
"224",0.710666542138492,0.323698763767491,0.399761433936523,-2.18271059379565
"225",0.709964769248312,0.308767016866509,0.424981705763594,-1.60436700606724
"226",0.706080406119067,0.308919492387283,0.245115826140747,-3.78725134949793
"227",0.714289481291871,0.304447171744133,0.464548067857322,-1.5309404654598
"228",0.700985726982517,0.302504224924861,0.916368786159993,-0.830558160554267
"229",0.701534392381241,0.318405932130471,0.852799861621507,-0.765989204732805
"230",0.69129567207743,0.303949362131183,0.37783393202442,-1.64380354312314
"231",0.715190920021124,0.321782415793094,0.420132778671941,-1.97121536786493
"232",0.707345432431244,0.319115616606278,0.386927759631345,-2.01370101004633
"233",0.697360105447145,0.291614932663386,0.509542698707623,-1.23787719310998
"234",0.696306660838057,0.317546293928032,0.782617653453106,-0.905096797664327
"235",0.70679992784071,0.299780138752934,0.907424209446766,-0.826417324294205
"236",0.685891478048674,0.317053413986123,0.492045762347242,-1.1943992719379
"237",0.703046951242699,0.31290021102369,0.401022983507023,-1.59116420625727
"238",0.697818216297551,0.304771531676855,0.697866381240148,-1.0904151102707
"239",0.704789675582365,0.326666432008747,0.644351729770687,-1.03133891925324
"240",0.701277827668229,0.313470054531458,0.302165545695229,-3.02715678043158
"241",0.697216312559669,0.31897313791706,0.338038077663818,-1.82274038252699
"242",0.712873305939698,0.314116233523384,0.370910779931838,-2.01379421114108
"243",0.700302324140286,0.309564609135455,0.731994411447049,-0.962754792365776
"244",0.708844437997163,0.30324878091207,0.503612647661677,-1.29436799720898
"245",0.708913348250266,0.306203520336209,0.39874357444627,-2.04855803438812
"246",0.700113579823955,0.322495235750366,0.66967793673091,-1.05302457559794
"247",0.699113233728835,0.32317724150498,0.309167381445355,-2.58167058612758
"248",0.71295289876261,0.310496830452185,0.386475876064198,-2.33802424549976
"249",0.712204209685452,0.312477800361433,0.21946414297874,-4.70178387405866
"250",0.702757680785844,0.301076126758286,0.569206532375672,-1.14420681920063
"251",0.700887181250042,0.303940764489194,0.245937351453481,-2.74247636094713
"252",0.712864633924694,0.329543543596364,0.468450262929518,-1.54817268107092
"253",0.684653316228044,0.327333866515427,0.205382478176722,-3.17729037931836
"254",0.700772011628641,0.329454451472905,0.909597843230191,-0.816202816671925
"255",0.707093212621131,0.319935794592247,1.05973445170553,-0.796872247802916
"256",0.700355974243105,0.334260214289704,0.362636653862024,-1.97432797181478
"257",0.707200365747414,0.304197776034722,0.366926936930917,-1.79349281717611
"258",0.695272710986968,0.294757716036066,0.8524374129544,-0.841271286494773
"259",0.712933941034712,0.323460411948255,0.320143102531553,-3.21818056177998
"260",0.698463683516071,0.31785376031485,0.480557931112353,-1.29575905884866
"261",0.716285844716182,0.306127308669549,0.728566775693416,-1.16247595626009
"262",0.707445202892952,0.324615666275101,0.977301199369203,-0.853383496598135
"263",0.704358259970128,0.303216032596891,0.434034635176593,-1.41293777759331
"264",0.702452419841885,0.298464881777791,0.587688921012055,-1.05000525728345
"265",0.682050867828432,0.309536590957835,0.50651724550465,-1.0717197200191
"266",0.686089425703777,0.320863974460339,0.803094476580736,-0.802972672806415
"267",0.703838938462462,0.313871372321039,0.606475195363175,-1.14467516506427
"268",0.713033736937239,0.310231846792289,0.388604996729532,-2.01156881704966
"269",0.710121197494259,0.31132989769205,0.450125001600565,-1.76775182195313
"270",0.705661087541836,0.325264248107549,0.627900460390869,-1.2780822926864
"271",0.690025110011496,0.324108596930905,0.548645676816682,-1.21705766617735
"272",0.69348573502481,0.327387903123827,0.355199571003093,-1.8088849668812
"273",0.708565721064753,0.324005159654046,0.418667393210617,-1.7615318271001
"274",0.694599797428894,0.299710371946814,0.611904372118865,-0.986301596785729
"275",0.705319332407988,0.31329586269598,0.659304590701405,-1.11868342819578
"276",0.703171572503845,0.309108331178536,0.271972621854165,-2.81302636631166
"277",0.703018562645709,0.316539731526298,0.616676845355133,-1.07328038419531
"278",0.711037293787876,0.312091550930892,1.02019448335188,-0.834028303720243
"279",0.705326661270552,0.317497496136425,0.612611045080941,-1.27596102664598
"280",0.685045713904243,0.294256208286027,0.564297024647824,-1.06452253714228
"281",0.703309421663043,0.319670012401113,0.604267614026127,-1.03985982176348
"282",0.702119996127142,0.304622940874141,0.52046813234818,-1.34527487199512
"283",0.69744706917506,0.314689523550261,0.506680781482381,-1.14438676935956
"284",0.696158201848716,0.326933438715384,0.958074675651243,-0.838692921781609
"285",0.698136803021662,0.308079212447669,0.989903125253115,-0.810445696843131
"286",0.701543013056801,0.302763121878259,0.360711157729538,-1.91106635771567
"287",0.701521872006646,0.307289493884617,0.443300324781535,-1.61715852766524
"288",0.717356455687266,0.322098285879678,0.671011951719834,-1.24666910990721
"289",0.684782872193407,0.297534224005572,0.313788881662001,-1.9837886458847
"290",0.696389922517807,0.313227840190985,0.407397379912411,-1.67815788415745
"291",0.688158668533914,0.316986760063427,0.483709159953254,-1.24034374573522
"292",0.704939997182089,0.316844199674067,0.870099975955936,-0.872514337222095
"293",0.70031329223884,0.319765465793283,0.571451548516452,-1.3193500103114
"294",0.707598352323804,0.326763666391662,0.417696025145717,-2.07929639979689
"295",0.694432990248632,0.303715185199113,0.457218426478179,-1.2583784781003
"296",0.689062575695885,0.332791514031234,0.424580005312637,-1.3687429079266
"297",0.693784730975818,0.316994314363382,0.98869789263746,-0.824488908761956
"298",0.703003283858603,0.334770200731326,0.480701116327546,-1.59065169399197
"299",0.693132756568485,0.304269681427566,0.295308667495791,-1.62133646822108
"300",0.699422486328374,0.322080547452958,0.422142517372417,-1.88339793606275
"301",0.701174956840979,0.301078473313915,0.311597502719013,-2.18467199636602
"302",0.704495327122317,0.323537450312516,0.325037274526483,-3.03910825499732
"303",0.683388837197806,0.317807100493459,0.270338450885753,-2.17214318074124
"304",0.712628678672112,0.30952591557383,0.372454999697513,-1.72644217090991
"305",0.713256857514665,0.313910792668341,0.724443562846643,-1.07236365986807
"306",0.69503810734102,0.300727570222727,0.740630723305022,-0.985865660691236
"307",0.71052381858704,0.324572244850029,0.406738886448371,-2.1862479069164
"308",0.693761704528283,0.299768263001591,0.96223158568125,-0.797537491884233
"309",0.702444058386485,0.302346243897578,0.241415843313775,-3.17107800859775
"310",0.709660324650682,0.329602994106981,0.531575540758966,-1.46994297105656
"311",0.698149738747261,0.324751603602125,0.503852127331084,-1.47282335024137
"312",0.704572209061197,0.315852742440962,0.987800296338549,-0.826405577545658
"313",0.696200093110949,0.309960526953983,0.438636516301454,-1.40437438759319
"314",0.694059096205413,0.318310777103748,0.93863586948654,-0.821836666948574
"315",0.694819933041377,0.30120128498637,0.894942290242039,-0.87778309111727
"316",0.698131940223038,0.325892008735437,0.630681845174715,-1.02019033988713
"317",0.716474049305141,0.32030801646265,0.482025012368182,-1.60381497754124
"318",0.702620988793996,0.311981418479695,0.486715262311278,-1.40282126343142
"319",0.706570931713588,0.314113088776139,0.362010849073067,-1.78980526279184
"320",0.686574448170439,0.321501446185148,0.475333921403147,-1.02165425380915
"321",0.705199975267316,0.293892860063073,0.243445805485774,-3.33121622706543
"322",0.70755913454481,0.313823855817067,0.45768254722109,-1.6047569518793
"323",0.69804041726119,0.303652694163497,0.591114558877323,-1.06535464303345
"324",0.708839336427533,0.312161123890463,0.491658320924091,-1.53894610759754
"325",0.71076822609661,0.325371827903516,0.687844598614428,-1.18331622845375
"326",0.700777750983255,0.321893160987356,0.428151254727488,-1.78943967010369
"327",0.694125407056578,0.321680303016263,1.01375213696179,-0.765282746366546
"328",0.705556260797297,0.330192741364203,0.411616841704254,-1.80677964806316
"329",0.684910240100821,0.305888695777358,0.277239618798259,-1.85052124165251
"330",0.697480893820648,0.305298487593076,0.975007911259788,-0.89242799783961
"331",0.700599317714802,0.32759855844343,0.649580449186398,-1.16905344094064
"332",0.706648461485203,0.310516181653911,0.281493062202662,-3.01109729304874
"333",0.700527369626052,0.309905350690665,1.05129733828607,-0.794197384095428
"334",0.69889993912403,0.326846068041912,1.01810505634544,-0.799612220386429
"335",0.697829525266011,0.301636862554053,0.445288513711988,-1.69893293244504
"336",0.703145941302253,0.306344200122433,0.774614156198323,-0.972501841049778
"337",0.693720458522445,0.320658391706415,0.272358965936814,-2.4381086501758
"338",0.711036750571547,0.320794854075098,0.430747129374515,-1.78672595490743
"339",0.698595611592733,0.306557999542726,1.01693552254091,-0.769098670258799
"340",0.7027989157187,0.308125750958257,0.84846508422363,-0.904968780926263
"341",0.697210563678058,0.296335457227697,0.39576363484372,-1.81821390800894
"342",0.705046051222197,0.303411665228254,0.427242314014936,-1.93472320015133
"343",0.702304176778804,0.317574329044577,0.285501864536486,-3.25886849984259
"344",0.700845838719674,0.308352623359278,0.875402102088586,-0.857959292913819
"345",0.692098339524007,0.316782121620677,0.47170059538231,-1.32002551167418
"346",0.700409418542799,0.313877885840891,0.323682890040865,-2.13546355877461
"347",0.699386394854204,0.309859898107511,0.868244655375067,-0.869764500318839
"348",0.709184311740353,0.307630722156378,0.327105510780806,-2.68136347260791
"349",0.698595611592733,0.306557999542726,1.01693552254091,-0.769098670258799
"350",0.709148240811163,0.308083206231158,0.47381302419652,-1.65174545146067
"351",0.694703011351925,0.31059427021894,0.295712511491258,-2.17713216633999
"352",0.68850740814344,0.316344443526193,0.202698392146617,-3.54467082015151
"353",0.697699435515062,0.311887754538823,0.333629261052578,-1.85918247318688
