"","h_results","Omega_m_results","Omega_k_results","w_results"
"1",0.697386506959897,0.310869719875969,0.239573094893857,-1.41066601312574
"2",0.705965520527498,0.321951826452808,0.0526291972621332,-1.25966058652872
"3",0.692468090912925,0.314447005378636,0.0312095223879002,-1.02985307829736
"4",0.694142443082329,0.311558196607682,0.11106596096137,-1.01628035924429
"5",0.701047889012634,0.306039723452844,-0.0373218365466194,-0.976872211062564
"6",0.700410180119489,0.324000530500577,-0.000170389033436542,-1.11649750956215
"7",0.720061230058501,0.302871893856159,0.0117704552265624,-1.09285792154265
"8",0.703245786425914,0.304410125728363,-0.072885703863902,-0.969973911319228
"9",0.700980653765013,0.306816593983557,0.190185723400971,-1.43351690264894
"10",0.681746050266177,0.319896928205266,0.147822865906379,-0.943848426811245
"11",0.695483530377148,0.311799240196546,0.191976194155979,-1.22037022806995
"12",0.702614720433333,0.317554674301989,-0.103948978421471,-0.920930686181149
"13",0.704748349456628,0.305695392287314,0.119139509554745,-1.37615440863686
"14",0.700033192819773,0.307195036384967,0.0724051450664154,-1.072694379721
"15",0.704313638004833,0.322720758940539,-0.0953768688898868,-1.00340553073879
"16",0.681751870893399,0.329008066927558,-0.0128986741504624,-0.867537505579562
"17",0.694722692696021,0.312467571948049,0.0370737289866228,-0.973621027072171
"18",0.69843533651648,0.299964141218498,0.11496068141985,-1.07482550586474
"19",0.702492729645831,0.311013191131985,0.0284014893985337,-1.07658563101267
"20",0.687185739496024,0.317486475050809,-0.0285252158255788,-0.867935297214
"21",0.696373039942977,0.314350178979006,0.0224002002675006,-1.02888426705587
"22",0.697726227401012,0.320684803199295,0.0396973746458541,-1.16993441329994
"23",0.705130336297597,0.322017382462689,-0.00369748478863181,-1.027688195167
"24",0.709515246495689,0.319621189924486,-0.00954298321534113,-1.20054617705807
"25",0.707148895299552,0.293531295650857,0.0937960518503534,-1.10203167134727
"26",0.694795318259502,0.319282251121221,0.0979044406010929,-1.18400843742483
"27",0.703365405669962,0.318039561968704,0.0511181814279455,-1.18012505917714
"28",0.695355074414433,0.325049638412777,0.0407271217806481,-0.98026429656638
"29",0.691874996300315,0.316148366153158,0.0243481297341467,-0.977938362165319
"30",0.694743671989761,0.319398537316653,0.0425960078228858,-1.09957442875401
"31",0.706565882892484,0.328894440329143,0.0411103327007133,-1.11906904135092
"32",0.696025500689767,0.320828222404358,-0.145178525674164,-0.859560130258852
"33",0.702819735067924,0.307897676395115,-0.121622397568445,-0.875200855628091
"34",0.694137716476167,0.301543280874371,0.0866602322164292,-0.920030903564212
"35",0.699142667252969,0.30482759741726,0.0460478320934258,-1.11183883671132
"36",0.685716560994378,0.319649016348529,0.0581382181973943,-1.03675978938209
"37",0.689349506140297,0.316826440418787,0.0431756206528295,-1.00884203188794
"38",0.709524355206364,0.296753397362827,0.424850838508939,-3.58586255700631
"39",0.70113733519833,0.314987801148516,-0.177111046772584,-0.833351847952797
"40",0.701925537049445,0.322787046673307,0.206569995548922,-1.52690268387243
"41",0.700703510886371,0.310825431549733,0.124991407524182,-1.20048172156565
"42",0.699203891306203,0.316883046356657,-0.246895650775682,-0.893235379602709
"43",0.708637655449252,0.319111894855322,-0.0460522730491474,-1.05328055693803
"44",0.704953706566432,0.313714352550227,0.15293908552702,-1.29824708362406
"45",0.714032350828277,0.328092179670695,-0.0665537034737059,-1.06136566810311
"46",0.710934048758095,0.299443421603006,-0.0319661185992757,-1.06537969314137
"47",0.707851583400148,0.315472709350933,-0.00855811394578652,-1.10341735037911
"48",0.683466299613826,0.316373907694883,0.114640314369193,-1.05597843884233
"49",0.696584659451611,0.308942649253411,-0.0031610021442437,-0.976421759176256
"50",0.705373308695513,0.3205320239719,-0.11765200604884,-0.915895006706243
"51",0.696148854294521,0.324620404457693,0.0271170074339416,-0.98859570501039
"52",0.703599638762591,0.313741597868341,0.0235719014216955,-1.06413634059321
"53",0.699504690623402,0.31405307187059,0.0292700048139228,-1.07532256413067
"54",0.709092618208339,0.32088091014496,-0.12454057047396,-1.02306987749047
"55",0.714620343246337,0.310530637980957,0.145240673766408,-1.48469412779368
"56",0.686012931445802,0.308988549700205,0.00619514024297331,-0.942326745466561
"57",0.687733677524088,0.32041477471873,0.145297814579453,-1.21188110287492
"58",0.696066589921924,0.308325345447499,-0.0998190106159636,-0.888662707103015
"59",0.696709986672305,0.319265059430429,-0.0474861802761803,-0.976281648137644
"60",0.70355739361025,0.311750747524044,-0.121046171635991,-0.906590686738536
"61",0.705432885363292,0.301973699309868,-0.0232077530999033,-1.00727621599312
"62",0.699036695013105,0.322452976289592,-0.00762250597637068,-0.949136183280142
"63",0.708178511695652,0.322238346386592,0.0674593847887647,-1.29197904173899
"64",0.704278129814221,0.29379679165212,0.130318311216828,-1.47905992518398
"65",0.706597697644868,0.319829819456397,0.00754944530417223,-1.16072243393851
"66",0.696659145449629,0.330754608173677,-0.0707562520225226,-1.09839801896058
"67",0.697921322357365,0.313951214826741,0.0301274942881779,-0.999118919552626
"68",0.697284456484693,0.31354776052718,-0.018014455530607,-1.07045765545191
"69",0.704284315808936,0.309768124299205,0.0813163285450848,-1.09512137372096
"70",0.710222698420054,0.319304721517527,0.0213894753730006,-1.09520937277927
"71",0.70644197508566,0.334543387560113,-0.134685234338212,-0.997682459061853
"72",0.708230591899948,0.293685441416063,0.141621788515713,-1.25736923893543
"73",0.695839274475202,0.305109107022807,0.0170791273954674,-0.995364646333216
"74",0.704849046146505,0.316246835935788,-0.0881110404624166,-0.911065546804029
"75",0.700431557691662,0.319063040131471,0.0600266666262412,-1.20916714613045
"76",0.701600949034796,0.295330458162959,0.031998974534806,-1.18810684752411
"77",0.698344671853229,0.321024595148219,0.21682548229162,-1.33697405076071
"78",0.711993148615773,0.322099225753077,-0.0707214121065699,-1.02794705936818
"79",0.699510705469474,0.328619964618222,-0.0327008766851055,-1.06389329464162
"80",0.700920138128045,0.32237910232113,-0.0760802176810406,-0.859147420416672
"81",0.713466623568939,0.327812305573563,-0.0609876916297265,-1.12226801259262
"82",0.710788331613394,0.324968499405331,-0.0227213566113071,-1.17702964743809
